Comment Text,Manual label
tui mà là sv trường fpt polytechnic là mình choáy hết mình với mom jessi luôn,1
tui sẽ thành FPTer trong tương lai,1
tự nhiên cái mún thành trường FPT Polytechnicer ngang dị ó,2
nhìn dàn line up là thấy mún thành sv của trường rồi đó,1
"trường còn tuyển sinh khum ạ?, e muốn đk",2
phải chi là sv trường fpt polytechnic là giờ đc quẩy với sao hàn r,2
giờ là chỉ muốn thành sv trường fpt polytechnic liền để quẩy với chị jessi thôi,1
"trường đỉnh quá, chắc để e xin vào quá ạ!",1
"má ôi thích quá, giờ chỉ mong là được thành sv của trường thui",1
mơ ước bây giờ của nhìu tân sv là thành trường FPT Polytechnicer 😂,1
em mún làm sv của trường có thật sự khum ạ? 🥲,2
mong là đậu FPT Polytechnic để được gặp idol,2
chắc mình phải zô FPT Polytechnic học quá,2
trường còn nhận sv khum? Em muốn coi sự kiện,2
trời mà được làm sv của trường FPT Polytechnic để coi chương trình thì đã gì đâu,1
cho mình flex trường tui tí nha :v,1
xịn sò vậy chỉ có thể là trường fpt polytechnic thôi,1
"eo ôi, trường FPT Polytechnic is da bez",1
FPT is the best,1
fpt polytechnic mãi xịn thoai,1
tui cho trường 10 đ nha,1
dàn line up nghệ sĩ kh thể nào vip hơn được nữa 🔥,2
trường đỉnh quá chừng,1
Phạm Huyền Trang nè,2
Sv trường khác vào được hong,2
Nguyễn Hồng Nhung,
Nguyễn Tú Uyên,
ủa hà lội no có MTP Trần Đình Vinh,2
Dm ngáo vãi đã mời sơn tùng ở mấy chỗ kia rồi  vêg hà nội lại mời jessi ăn cẹc ak...ngáo..,0
Linh Xaa Linh Chi sao lại ngon như v,2
Nguyễn Nhựt có zé mới ngon chứ :))),2
Linh Xaa vé free đầy ra,2
Làm sao để tham gia mini game v ạ,2
Quỳnh Như this với that,2
Shi Soo kiếm b cái vé đê,2
Phạm Thị Hậu,
Mình có pass vé a,2
Trang mình hơi bận tí 🌝,2
Vũ Thị Hạnh m rảnh mà👧,2
Trịnh Khương pạn tớ rảnh nhắm cậu ạCậu cứ giao nhiều bài vô😂,2
Trịnh Khương Chỉ còn nước đến đút cơm cho bạn ấy ăn thôi. Tớ rảnh lắmm,0
Nguyễn Khánh Huyền tớ biết bạn cậu rảnh mòoo😹,2
Nguyễn Hoàn quen không,2
"Trang Em ơ kìa , t nói thế à Ôi tao náo thế chết",0
"Nguyễn Hoàn bạn hỗn lắm, không biết học ai",0
Trang Em kinh chả biết từ mồm đứa nào Chả biết đứa nào học đứa nào,0
Nguyen Hoang Trieu chắc tôi rảnh bạn nhể,0
t cũng bận viết tên m vào nhóm,2
bận đồ đó,0
Nguyễn Huy bận làm mình làm mảy,2
:)),2
Thề gặp đúng người có ý thức ko nóiToàn gặp thứ gì đâu không:)),2
Nguyễn Phương Linh minhtaowork,0
Hạ Băng taowork khỏi cần teamwork,0
cái nên của bạn sn bao nh,2
Dương Hoàng im mom:)),0
Ly Thanh Thaoo mạng lag thôi mà :)),2
Suyyy,0
,
Kiều Hiệp dạo này a hơi nhiều vc,2
Tuyết Ngân phân công thấy các chí cốt nín thinh,2
Má quen thực sự luôn á :)),2
,
Teamwork nhưng k ai work :),0
Thư Nguyễn j đây,2
Minh Thịnh j anh xì trây,2
Thư Nguyễn làm y4 liền cho a,2
Minh Thịnh bặn thở r ai rảnh đâu lm,0
Thư Nguyễn nói cái là thấy m bận rộn liền ha,2
:))) tau làm nhân 2,0
Cay đ chịu được =)),0
#ERROR!,
M khoảiiiiiiii :))))),0
khoảiiiiii  nha,0
Hồ Văn Lực dự án? Kkkk,2
Duong Thai Tan haizzz,2
Bận mụ nội m :)),0
Đạt Nguyễn nguyên tuần xếp lịch được có 1 hôm ạ :))),2
Vinh Nguyễn im đuyyy,0
😭,0
"Gặp ngay nam sinh ""bên ngoài cực giỏi, bên trong cực tài"" ở đây nè các Ong ơi!!!: https://caodang.fpt.edu.vn/tin-tuc-poly/can-tho-tin-sinh-vien/tot-nghiep-gpa-9-0-cuu-sinh-vien-fpt-polytechnic-can-tho-tu-tin-di-lam-voi-muc-luong-gan-20-trieu-dong-thang.html
",2
ơ sao anh Nguyễn Mạnh sinh viên kỳ 5 lương 2000$ sao admin không xin info để cho anh đấy lên page nhỉ ?,2
Cũng ước lắm 😬,0
Thua hết Trần Đức Hưng tháng 80tr Phạm Đức nhỉ😆,2
"Nguyễn Văn Quân ừ ấy, thua cả con CX5 nữacòn mỗi thằng móm này thôi :((",2
Nguyễn Văn Quân tớ đã ra trường đâu,2
Nguyễn Văn Quân đang cố lấy bằng b ah 😞,2
Nguyễn Văn Quân b thua bọn tôi 1 vợ 1 con rồi :v,2
Vẫn thua Lợi chưa ra trường nhưng lương đã 1000$,2
vẫn thua bạn Tran Ngoc Hieu của tôi chưa ra trường nhưng lương 30 củ,2
Ô e lương bao đô r Lương Hồng Phú,2
Vẫn không bằng ông này Trần Thịnh,2
chỉ biết ước :v,0
Trang Đoan  trang tương lai,2
"nói chung cũng giỏi đấy nhưng chưa bằng a Nguyễn Thành Nam 14.3 Lập trình máy tính thiết bị di động, hồi chưa ra trường lương đã 1000$ rồi nhỉ Mai Tiến Long",2
"Nguyễn Minh Hiếu Đấy mới chỉ là lương cơ bản thôi, chứ đằng sau con số khủng khiếp lắm. Ước được 1/5 như anh ấy",2
Nguyễn Minh Hiếu bốc phét ít thôi,0
Anh Hoang ngưỡng mộ nha cậu,1
Khánh Tường má gê dị,0
❤️,1
Lê Thị Trúc Linh được đổi hình rồi nè,2
Vũ Thu Thuý kìa e gái kkk,2
.,2
"Võ Nguyệt Ánh Chào em, em check ib của Trường nhé!",2
Đợt tháng 9 khi nào khai giảng ạ,2
"Bùi Phan Nhật Hạ Chào em, em check ib của Trường nhé!",2
Em quan tâm ạ,2
"Hồ Ngọc Hiền Chào em, em check ib của Trường nhé!",2
Tư vấn giúp em,2
"Bùi Khả Thy Chào em, em check ib của Trường nhé!",2
Ad ơi đã hết bạn nộp hồ sơ chưa ạ,2
"Tạ Thu Ngọc Chào em, em check ib của Trường nhé!",2
Tư vấn giúp em,2
"Khánh Mai Huỳnh Chào em, em check ib của Trường nhé!",2
Trường có các cơ sở đâu với ạ,2
"Phan Phương Chào em, em check ib của Trường nhé!",2
Ad ơi tư vấn cho em luôn với ạ,2
"Hà Huyền Nhiên Chào em, em check ib của Trường nhé!",2
Em muốn nộp hồ sơ về trường,2
"Nguyễn Trân Trân Chào em, em check ib của Trường nhé!",2
Cơ sở Đà Nẵng còn tuyển sinh không ạ,2
"Nguyễn Bảo Ngọc Chào em, em check ib của Trường nhé!",2
"Em đã nộp hồ sơ về trường, em cần tư vấn thêm ạ",2
"Phan Trương Khải Hà Chào em, em check ib của Trường nhé!",2
Em muốn học tại cơ sở Hà Nội ạ,2
"Nguyễn Dương Việt Trinh Chào em, em check ib của Trường nhé!",2
Tư vấn nộp hồ sơ,2
"Khánh Gia Dương Chào em, em check ib của Trường nhé!",2
.,2
"Đỗ Thu Hương Chào em, em check ib của Trường nhé!",2
Nhựt Bằng,
Em quan tâm ạ,2
"Nhựt Bằng Chào em, em check ib của Trường nhé!",2
T9 thì bao giờ bắt đầu và kết,2
Chào em. Em check ib ad nha <3,2
Hương Linh 😵‍💫,0
Tư vấn e với ạ,2
Chào em. Em check ib ad nha <3,2
Trường có dạy ngôn ngữ khác không,2
Thương Thương Chào em. Em check ib ad nha <3,2
Nguyễn Trường Vũ,2
Tư vấn giúp em,2
Chào em. Em check ib ad nha <3,2
.,2
Chào em. Em check ib ad nha <3,2
.,2
Trang's Trang'ss Chào em. Em check ib ad nha <3,2
.,2
Chào em. Em check ib ad nha <3,2
Tư vấn giúp ạ,2
Chào em. Em check ib ad nha <3,2
Tư vấn giúp em ạ,2
Lan Đỗ Chào em. Em check ib ad nha <3,2
Tốt nghiệp thcs có hệ nào ko ạ?,2
Thanh Tam Chào em. Em check ib ad nha <3,2
Cho tôi hỏi trương tuyển sinh sao,2
Chào em. Em check ib ad nha <3,2
E muốn tvan ạ,2
Chào em. Em check ib ad nha <3,2
Đki ntn ạ,2
Chào em. Em check ib ad nha <3,2
.,2
Chào em. Em check ib ad nha <3,2
Xin tư vấn đăng ký nv,2
Chào em. Em check ib ad nha <3,2
Ai ở đà nẵng pass vé cho e giá nào củng chơi ạ,2
Nhi Ruby e ké với ạ,2
🥲 ké,2
Ủa rồi Hà Nội đâu,2
Hóng vé Hcm :>>>,2
Lý Văn Kim em của chị,2
Nhựt Duy chắc nhập học coi hieuthu2 quá 🥲,2
Vie Vie ước có tấm vé quá,2
Vie Vie chờ FC Đen vâuuu,2
Cưng Vô Lây :>,1
Thao Anh Ho a thấy cái gì đó,2
Nguyễn Văn Quốc,
Lê Nguyễn Thành Đạt lấy thôi,2
Nguyễn Văn Quốc dứt,2
Cần Thơ hóngg quá ạaaa,1
Vũ Quyền Anh 😁,2
Ước🥹,2
.,2
Đỗ Xuân Cừ hà nội ko vội được đâu =)),2
Ánh Dương mình chưa đồng ý tham dự nên chưa ra lineup đấy 🌚,2
Khókkkk,0
V phát vé hả 💕,2
Tường Vi alo,2
Hà nội đâu🙂,2
nhất quyết không lộ hà nội :))),2
"Mạnh dạn xin 1 tấm tại cơ sở hồ chí minh, 🥂🥂🥂",2
huhhuuuuuu,0
Socola Linh Ngo Chau Thanh Truc hóng,2
Ngân Kim mình có được k ta,2
Uớc được có vé :)),2
Hóng,1
Quá là tuyệt zời. 😍😍,1
Sơn Tùn 💙,1
Vé có hiệu lực khi soát cùng thẻ sinh viên 🥲,2
Huhu không có vé nào 😭,0
Như Quinn ..,
Phuc Nguyen,
Sao hà nội k có hic,2
Tan nát cõi lòng,0
Troii oiiii,2
"Nguyễn Minh Hảii có thẻ sv mới vo dc nha, cook r",2
Quách Thị Thanh Liêm🥺,2
Thu Duyên em vẫn chưa biết thông tin nhận vé luôn,2
Quách Thị Thanh Liêm trời ơi cái bài chị tag em đó em làm muộn là xu luôn á,2
Quách Thị Thanh Liêm chỉ 20 vé thoi á bé oi,2
Hiền Yi HN còn chưa thấy dàn line up=)),2
Mong là em sẽ được may mắn tham dự show của trường,2
Duy Bach help,0
Anh Quang HN.....,
Dao Xuan Mai hn im nhất luôn mà 😔,2
Đỗ Thị Uyên khi ngta sắp có vé thì Hà Nội vẫn ch có dàn line up :))),2
,2
hehee sắp coá,2
HÓNG QUÁ HUHUUU,1
🥹🥹🥹,0
Hà nội còn chưa có lineup🙂,2
Trần Yến Nhi awwwww,1
😍,1
Vũ Khánh Duy vừa khéo hôm ý về khà khà,2
"Vậy không phải sinh viên,nhân viên FPT nếu có vé thì được vào xem không ad",2
Mong em sẽ đc may mắn tham dự cùng các ido và trg FPT,2
Trần Nhung Hà Nội có cực phẩm nên dấu mặt là không sai chị ơi,2
Nguyễn Thanh Chúc rõ rànggggg e ưiii,2
Ước:(,2
Hónggghh🌝,1
Chị bình xinh gái quá😘😘,1
Hà nội đâu OMG,2
Trông chờ cái nón vs cái vé quá nè ✨✨,2
Lê Đoàn Minh PhongTrương Triều TrangTuấn Nguyễn anh em nghe rõ kh ạ,2
An Thu Hà rõ rồi bạn êy,2
An Thu Hà đã nghe rõ 😆,2
Cũng hóng 😂,2
LAder Nguyen 31/8 kiaaaa,2
Khuyên Nguyễn trường quên hà nội rồi😃,2
Sẵn sàng,1
Hónggggg,1
Phương Thùy Trí Khoa cbi lấy vé mấy cưng ơi,2
Lan vé đệp,2
Bình Dương có vé ké không ạ :),2
Đặng Ngọc Trà My,
Đỗ Lam,
Nhật Cường sắp roi,2
Đã quá ạ,1
Ai sống hướng nội không thích chỗ đông người sôi động như nì thì pass vé cho tôi 🥲,2
Ngân Phan tưởng bà hướng nội :v,2
Hồng Thanh  Xong chuyến này tui quay về bên trong tìm sức mạnh nội tại liền bà 🥲  Cho tui hướng ngoại part time lần này thôi 🥲🥲,2
Nguyễn Xuân Chi Thiên Thạch Ngo Bao Kim Chi thời tới😼,2
Cho tui đặt vé fan Sơn Tùng Bn ơi,2
ST 🥲,2
háo hức wo,1
đươc dẫn theo ngkhac kh ạ 🙄,2
Ra trường rồi có kiếm đâu đc vé ko ạ?,2
"Mình và team có lập 1 group chia sẻ kiến thức TMĐT bổ ích và hoàn toàn miễn phí, Mn có thể tham gia nha ",2
Nguyễn Hữu Huy tag thui k nói gì thêm đâu,2
Thanh Trúc ok,2
Nguyễn Hữu Huy cảm lạnh luôn á,2
Thanh Trúc thì kêu ko nói gì còn đòi j nữa :)),2
Thanh Nhã giờ xin vô học có được vé hok em 🥹,2
Quá tuyệt vời. Hóng đầu HN thực sự😍,2
Việt Quốc Hoàng haha 😂,2
Nguyễn Quỳnh Quyên,
Minh Vỹ,
Thư Ngọc Trịnh  PLSSSSS,2
Xuan Anh,
Hung Le coi có ai pass vé ôn,2
Duong Tran Trang Duong,2
Huyen Bui chị tui mún coi,2
Hoàng Huy lộn tiệm r bé ơi,2
BuBu ChaCha bu ơi ra đn,2
này hong cho người ngoài vào xem được sau ta,2
Vé cơ sở hồ chí minh q12 nhận ở đâu vậy mọi người,2
Ố lalaa MTP nữa là chuẩn bài,2
Anh B-ray em quạt anh 🙆,2
fan bao chẩn anti bray,2
Nguyễn Ánh Nguyệt t trốn từ chương mỹ về ổn ko ta,2
phải đu thôi,2
Hcm lineup đỉnh nhất r:)),2
Mai sẽ đăng hết ca sĩ hay nhất là ai.,2
Aaaa cậu bẻo,2
Thanh Tâm trèo tường vào xem bray rap kìa 😆,2
Vinh thèm ra,2
Cũng được á chớ,1
Có Hoàng Dũng là mê❤️,2
Cái đặc biệt luôn để cuối cùng,2
Trần Quốc Huyy  lại ké,2
Nguyễn Đình Vũ húp,2
Ko có sếp 😀,2
Ngọc Sơn chết chết lại phải suy nghĩ,2
Ủa tùng đâuuu🥺,2
Line-up này mạnh =)),1
Theo bài viết vậy chắc chỉ có nghệ sĩ bí ẩn chứ hong có Tùng rồi,2
Trangg Anhh dự là k có,2
Nguyen Linh sòu,0
Ngon,
Ngo Gia Vuong,
"Mình và team có lập 1 group chia sẻ kiến thức TMĐT bổ ích và hoàn toàn miễn phí, Mn có thể tham gia nha https://zalo.me/g/hibdqz470
[PHOTO] https://external.fbaq6-1.fna.fbcdn.net/emg1/v/t13/10509002097855821352?url=https%3A%2F%2Fqr.zalo.me%2Fsl%2F2%2Ff29105649b3771692826&fb_obo=1&utld=zalo.me&stp=dst-emg0_q75_s396x208&ccb=13-1&oh=06_AbGYCH9m5_T-rcm6uOqTwUUgQxDzKjJ7xchkBvvkBp3nPg&oe=64EFEAD0&_nc_sid=ecff62",2
É C Phéo,2
Quân pháo,2
đây rồii,2
Hòa Kim hóng ở bmt,2
Quang Dự nè cu,2
Bùi Quang Hà đu anh dũng,2
hái thứ hiêu đâu ạ,2
Huhu ước j HN dc lineup như Đà Nẵng :(,2
Đà Nẵng được ưu ái thế à :))),2
Vậy là ko có Sơn Tùng M-TP nhỉ mn? :v,2
Cần Sơn Tùng😥,2
Sina Dung Pham Tuan chuẩn bị thôi các e,2
Nguyễn Thị Ngân vẫn ko có 😆,2
Giang Kieu tưởng thất vọng ai ngờ tuyệt vọng cmnr😫,0
Tr Trang =))),2
Giang Kieu tinh hoa hội tụ phụ nữ gấc iu😍😍,1
thứ tôi cần là Tùng núi,2
"
[PHOTO] https://scontent.fbaq6-1.fna.fbcdn.net/v/t39.1997-6/47614232_1846683475430536_3135922765756891136_n.png?_nc_cat=1&ccb=1-7&_nc_sid=ac3552&_nc_ohc=HzvKvIC3ejcAX_txmzd&_nc_ht=scontent.fbaq6-1.fna&oh=00_AfDpnsYKyMKPL9deQhbn4TiZMt_soj38iU3xrNC_uMJfew&oe=64F31223",
MASEW Đâu đó có anh tui HCM đợi anh,2
Rồi rồi vào cuộc thôi,2
mời cái thằng rap toàn quên lời kia làm gì:),0
thế này thôi à,0
Bùi Thị Chinh Thúy Bùi giành vé thoi bay oi,2
#ERROR!,
Van Anhh ThachTrần DuyênNguyễn Lan AnhNtt Dung,
Thanh Phương không có Vũ ak🥲,2
Nguyễn Lan Anh không biết hết chưa,2
Anh Bray ơi anh Bray em quạt anh huhu,2
Không có sếp nhưng có nghệ sĩ quốc tế hôm qua nhá hàng kìa mấy má,2
Anh Bray em fan anhhhhh,1
Bí ẩn dữ chưa🫠,0
U là tr Tăng Duy Tân đẹp trai quáaaa,2
Có Masew kìa,2
Có Đen là em hạnh phúc rồi,2
Nguyen Kien doan giup ah,2
Quang Huy không có Sơn Tùng à,2
vẫn ko có ST :)))),2
Nguyễn Văn Việt :))) và đây là Rap Việtt,2
Thứ e cần là thái hoàng :)),2
Minh Đức húp :))),2
Nguyen Hoang Viet húp vội :)),2
Minh Đức voiz tui tag nhầm =)))),2
Nguyen Hoang Viet =))),2
Pháo của tôiiiiiiii,2
Vé Hà Nội bao giờ có vậy ad ơi,2
Em yêu trường em,1
Bao giờ phát vé nhỉ?,2
Phù thủy âm nhạc Masew mãi đỉnh,1
Trông thế này là có Idol quốc tế về rồi henn,2
"Sao mình cứ cảm giác là HN đang giấu hàng thế nhỉ, làm gì có chuyện line up chính mà ít thế nàyy",2
Tuệ Nhật còn,2
Ê bao giờ có kết quả Minigame thế ạ?,2
Hmmm,2
Chỉ Đen thôi đã quá đã r...,2
sếp của tui đâu 😣,2
Bray kìaaaaaa,2
Nhiều rapper thế trường có cho 1 tiết mục battle giữa giờ k nhỉ =))),2
Nàng Thơ về rồiii,2
Học bài hát dần thôi nào =))),2
Thứ tôi cần là sếp,2
Tăng Duy Tân về hát Dạ Vũ được không anhhh ><,2
có Hoàng Dũng là có Đoạn Kết Mới nhỉ :)))),2
Phải thế😉,1
Đỉnh Gia Mẫn,
Lê Minh Quân 31 qua em nhé,2
"Lê Minh Quân Học làm l gì, qua 1 hôm chết người à",2
Pháo Northsideee,2
Chịu dẹy,2
Tiếc nhở giờ mà còn yêu nhau là chúng ta có Phét và Táo phát phờ lâu dồiii,2
Kết quả minigame khi nào có z Ad ơiii,2
Mê,2
ước rì có MCK🥹,2
Không có dj Thái Hoàng ạ =))),2
Lily Lê Lê Hải Yếnn,2
ra là hqua bịp,0
Thêm sơn tùng nữa là đẹp,1
Thứ tôi cần là Sơn Tùng😃,2
Nguyễn V.Anh bên mình có dịch vụ sơn tường ạ,2
Trâm Hoàngg Làm sale hay gì trời ơii,2
Anh Quang aaaaaaaaa cíu tui,2
Ko có sơn tùng hả 🥹,0
Son tung dau Vu dau 😭😭,0
sếp đâu,2
:[ko có sếp,2
Phùng Thị Mến lúc nào có chồng t thì dẫn t vào coi =))),2
Sơn tùng đâuuuuu,2
"Đại diện đội BaoChan không cho Bray đứng trên sân khấu hát, phải xuống dưới đứng ngang với fan",2
Ơ thế ko có hiếu thứ 2 à,2
Phạm Vũ Mai Linh,
Phạm Vũ Mai Linh  ok,2
Vũ Thị Thanh Nhànn bà ưi,2
Cần tùng cơ :(((,2
"Tùng của mk đâu =))
[PHOTO] https://scontent.fbdo7-1.fna.fbcdn.net/v/t39.30808-6/366689993_611039857851286_1676792207102157431_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=dbeb18&_nc_ohc=HodNH8G6hIUAX8wZbLo&_nc_ht=scontent.fbdo7-1.fna&oh=00_AfDIBBBWNf4FTnDQvt_liwf7Vb3z4M--NU9BeGwHbJ_L-A&oe=64F3DCD6",2
sơn tùng của tui đâu 🥹,2
Here we go,2
Thứ tôi cần là Tùng Núi,2
Phạm Thị Diệu dàn line up nhà f🫠,2
Phước Thịnh,2
uầy có sample r bạn ơi kk Bùi Văn Minh,2
Minh Hằng Nguyễn alo,2
Minh Phúc lô bạn,2
Trieu Lyy Cần Thơ dữ chưa 😊😊😊,2
Ngoc Mai,
Pham Quang Ha màu nước là nhóm nào dịi,2
Dang Trinh Thao Nguyn emmm a xin vé huhuuuu,2
Tien Thinh choáy,1
Vi Yến Linh,
Sếp của tau đoouuuu,2
Quá đã,1
Hieuthuhai đâu huhu 🥲 cần Hieuthuhaiiiii,2
Thêm Sơn Tùng hay Hái Thứ Hiêu nữa thì vui biết mấy😃,2
Van Hung đruii phải thêm anh Híu 🫰🏻😇,2
Quynh Anh thích cái cà hẩy chứ giề,2
Sếp Tùng đouu,2
tùng sơn ptm đâuu 🥹,2
chắc có mình tôi thấy…,2
TDT mà hát bên trên tầng L thì đúng chuẩn bài :))))),2
Sơn Tùng của emmm đâuuu?🥲 Không có thì thoyyy baiii🥴,2
Phuong Thao để anh kiếm cái vé 🥲,2
Ngoc Tu lấy vé cho tớ,2
Phuong Thao okii cậu để tớ kiếm thùng vé về,2
Ngoc Tu cậu?,2
Phuong Thao ủaa em 🥲,2
Cựu tân sinh viên có được tham gia k 😥,2
sếppp đâuu,2
lấy vé như nào nhỉ,2
Vĩnh Khánh cùng câu hỏi chờ được giải đáp,2
sếp của t đâu,2
Tình đầu là tình dở dàngg em ơii,2
son tung pls,2
Hoàng Dũngggggggg,1
Xức xắc,1
Ngọc Lan,
Có masew mà k có 2t?,2
Diệu Huyền,
Nhà trường mời siro thì hay nhỉ  😂 đang quẩy thành suy 🤣,2
Phuc Pham,
Trần Công bịp rồi đéo có xếp thôi ae ở nhà,0
Quỳnh Hoa k có chồng bà r quay xe th =)),2
Hạ Mây kiếm a cái vé đê 🫠,2
Nguyễn Minh Hiếu idol tronh đó hả anh,2
Hạ Mây Hoàng Dũn iem ơi,2
Anti bray nhưng fan bao chuẩn nhé,2
Eyyy doooo,1
Dạ cho em hỏi là sv trường khác thì được mua vé và tham gia không ạ,2
Mời được M-TP thì mới hay:)),2
quá đỉnh,1
Tú Uyên Đặng Thanh Trúc trg cb có gì-))),2
ủa rồi có chi jessi kh)),2
Khổ trước sướng sau thế thôi,2
sinh viên ăn học đang hoàng hỏi câu ngáo nhỉ,0
Tôi ở vị trí ông Tiến k thèm trả lời câu hỏi nhí nhố này.Câu này để cấp dưới trả lời,0
Sếp nói đúng ✅,1
Đọc xong câu hỏi t cũng nghĩ giống hệt vs thầy,2
Khắc Sơn,
,
Quá hay :D,1
5 gat ko còn,2
Phet,0
Khánh Ngân,
Học để nuôi béo thầy cô,0
Mấy ông có học kinh doanh học vấn công nhận giỏi!,1
Chính xác,1
Hay,1
Hưng Lê Thành,
Không phải ai cũng có thể có mức lương đó đâu,2
"Có đc mấy ai .trừ trường hợp : HD, QH ,TT , ...",2
50 thằng làm văn phòng chỉ 1 thằng làm sếp thui cạnh tranh đấy dễ gì mà húp còn lại làm nhân viên cả đời với 1 mức lương thui,0
"Dat Tran Quoc hình như ko dc học hành sao á, phát biểu như trê con",0
Star Lucky ông thấy 1 công ty bao nhiều người phấn đấu làm sếp làm sếp còn nhiều khía cạnh hok phải cứ học giỏi lên làm sếp đâu pro ah,2
Minh Trí,
Trần Xuân Đạt,
Nói phét vừa thôi,0
Co ây,2
Xe ôm ....lên grap ...là thay đổi...nghe hay ghê  ...,0
Hoàng Nam,
Lê Văn Kiệt,
Thầy ?,0
Lê Thị Trúc Linh được đổi hình rồi nè,2
Vũ Thu Thuý kìa e gái kkk,2
.,2
"Võ Nguyệt Ánh Chào em, em check ib của Trường nhé!",2
Đợt tháng 9 khi nào khai giảng ạ,2
"Bùi Phan Nhật Hạ Chào em, em check ib của Trường nhé!",2
Em quan tâm ạ,2
"Hồ Ngọc Hiền Chào em, em check ib của Trường nhé!",2
Tư vấn giúp em,2
"Bùi Khả Thy Chào em, em check ib của Trường nhé!",2
Ad ơi đã hết bạn nộp hồ sơ chưa ạ,2
"Tạ Thu Ngọc Chào em, em check ib của Trường nhé!",2
Tư vấn giúp em,2
"Khánh Mai Huỳnh Chào em, em check ib của Trường nhé!",2
Trường có các cơ sở đâu với ạ,2
"Phan Phương Chào em, em check ib của Trường nhé!",2
Ad ơi tư vấn cho em luôn với ạ,2
"Hà Huyền Nhiên Chào em, em check ib của Trường nhé!",2
Em muốn nộp hồ sơ về trường,2
"Nguyễn Trân Trân Chào em, em check ib của Trường nhé!",2
Cơ sở Đà Nẵng còn tuyển sinh không ạ,2
"Nguyễn Bảo Ngọc Chào em, em check ib của Trường nhé!",2
"Em đã nộp hồ sơ về trường, em cần tư vấn thêm ạ",2
"Phan Trương Khải Hà Chào em, em check ib của Trường nhé!",2
Em muốn học tại cơ sở Hà Nội ạ,2
"Nguyễn Dương Việt Trinh Chào em, em check ib của Trường nhé!",2
Tư vấn nộp hồ sơ,2
"Khánh Gia Dương Chào em, em check ib của Trường nhé!",2
.,2
"Đỗ Thu Hương Chào em, em check ib của Trường nhé!",2
Nhựt Bằng,2
Em quan tâm ạ,2
"Nhựt Bằng Chào em, em check ib của Trường nhé!",2
T9 thì bao giờ bắt đầu và kết,2
Chào em. Em check ib ad nha <3,2
Hương Linh 😵‍💫,0
Tư vấn e với ạ,2
Chào em. Em check ib ad nha <3,2
Trường có dạy ngôn ngữ khác không,2
Thương Thương Chào em. Em check ib ad nha <3,2
Nguyễn Trường Vũ,2
Tư vấn giúp em,2
Chào em. Em check ib ad nha <3,2
.,2
Chào em. Em check ib ad nha <3,2
.,2
Trang's Trang'ss Chào em. Em check ib ad nha <3,2
.,2
Chào em. Em check ib ad nha <3,2
Tư vấn giúp ạ,2
Chào em. Em check ib ad nha <3,2
Tư vấn giúp em ạ,2
Lan Đỗ Chào em. Em check ib ad nha <3,2
Tốt nghiệp thcs có hệ nào ko ạ?,2
Thanh Tam Chào em. Em check ib ad nha <3,2
Cho tôi hỏi trương tuyển sinh sao,2
Chào em. Em check ib ad nha <3,2
E muốn tvan ạ,2
Chào em. Em check ib ad nha <3,2
Đki ntn ạ,2
Chào em. Em check ib ad nha <3,2
.,2
Chào em. Em check ib ad nha <3,2
Xin tư vấn đăng ký nv,2
Chào em. Em check ib ad nha <3,2
Đ. T. Thiết,
Wow,1
vẫn chưa có lineup 🥹,2
An Nguyễn,
Hn vẫn là 1 ẩn số,2
Như Quỳnh . Nói gì nửa,2
Freeee nha,1
Trang Yen,
Son tung của em,2
Huyền Trâm,
Hương Giang á đù,0
Nguyễn Tiến bthg mà dm,0
Thư Thư v có phát ng ngoài trường khum😭,2
Bá Lộc e đợi thêm các thông báo nha,2
Đặng Kiến Tường vé tham gia chỉ dành cho sinh viên của trường á em,2
Thư Thư học phổ thông cao đẳng có đc ko chị,2
Nào phát zị nhỉ :l,2
Phạm Hoàng Thương Dương Sương Tấn Lê quẩy thoiiii nào,1
Minh Kỳ,
yee,1
Diễm Quỳnh ong chăm chỉ của trường F,2
Hà Nội chưa thấy gì nản 🙂,2
HN có đâu mà tham gia,2
Trần Thị Khánh Linh,
Hóng,1
Ngọc Hà nhanh,2
Le Hoang Khanh Van sao đây,2
Trang Nguyễn miễn phí kìa Cô giáo,2
Nguyen Huynh Dang Khoa quá là đã:)),2
Thùy Linhh ựa giờ seo 😢,2
Cưng Vô Lây :)),1
Vậy cựu sinh viên thì sao ạ?,2
😳,2
Cao Thế Quyền khóc,0
NhưÝ Nguyễn kekeke,2
Trần Trâm sao để có vé đây,2
Hoàng Phương,
Lưu Nhi nè m,2
Trần Thiên Nhi xinn hộ zớii huhu,2
Huỳnh Hoa làm theo trường chỉ chắc ok á,2
"Trần Thiên Nhi
[PHOTO] https://scontent.fsgn13-4.fna.fbcdn.net/v/t39.1997-6/72696552_526220698111362_7332042162533564416_n.png?_nc_cat=1&ccb=1-7&_nc_sid=ac3552&_nc_ohc=2-RHOu9w7HkAX8LWi6H&_nc_ht=scontent.fsgn13-4.fna&oh=00_AfDO86ztOteEdq5qZQlU08XXNruy7_DlGJ_AKP0GQi8C0w&oe=64F30C16",
Thái Nguyệt,
không phải sinh viên có cách nào săn vé không mn,2
Ngô Đình Khôi,
Nguyễn Hữu Tính gòi gòi,2
